x,y
13.26039,4.413882
13.26039,4.413882
13.26039,4.413882
13.26039,4.413882
13.26039,4.413882
13.26039,4.413882
13.26039,4.413882
13.53901,4.511137
13.53901,4.511137
13.53901,4.511137
13.53901,4.511137
13.53901,4.511137
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
13.71878,4.575407
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.00645,4.67942
14.29298,4.782465
14.29298,4.782465
14.29298,4.782465
14.29298,4.782465
14.29298,4.782465
14.46148,4.84001
14.46148,4.84001
14.46148,4.84001
14.56258,4.874931
14.56258,4.874931
14.56258,4.874931
14.56258,4.874931
14.56258,4.874931
14.73222,4.933444
14.73222,4.933444
14.73222,4.933444
14.83331,4.967381
14.83331,4.967381
14.83331,4.967381
14.83331,4.967381
14.83331,4.967381
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.00401,5.022923
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.27687,5.108446
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.55088,5.196906
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
15.82602,5.28535
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.10225,5.372792
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.38183,5.459199
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.66369,5.549511
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
16.94774,5.635851
